,lodAIC,model,property,pid,short_response
639,pid_graph:APD5B179EE,sonar-pro,metadata, RIN          ,Common Metadata Schema for Identifier
640,pid_graph:APB40AC3DF,sonar-pro,structure, RIN        ,Unknown
641,pid_graph:AP0950C9DD,sonar-pro,governance, RIN        ,Unknown
642,pid_graph:AP22F38D2B,sonar-pro,metadata, Ringgold ID          ,Common Metadata Schema for Identifier
643,pid_graph:AP55A19C0A,sonar-pro,structure, Ringgold ID        ,Predefined Identifier Structure
644,pid_graph:AP3F9E9BFF,sonar-pro,governance, Ringgold ID        ,Closed Governance
645,pid_graph:AP04C901EF,sonar-pro,metadata, RoR          ,Common Metadata Schema for Identifier
646,pid_graph:AP13910A84,sonar-pro,structure, RoR        ,Allows Managed Prefix
647,pid_graph:APA7C43556,sonar-pro,governance, RoR        ,Community Governance
648,pid_graph:AP1F34D3F3,sonar-pro,metadata, rs number          ,Common Metadata Schema for Identifier
649,pid_graph:APF89129D5,sonar-pro,structure, rs number        ,Predefined Identifier Structure
650,pid_graph:AP61B306B3,sonar-pro,governance, rs number        ,Unknown
651,pid_graph:AP601F5278,sonar-pro,metadata, SBN/ ICCU          ,Custom/Non-Standard Metadata Schema
652,pid_graph:AP13E95759,sonar-pro,structure, SBN/ ICCU        ,Allows Managed Prefix
653,pid_graph:AP003CE5B6,sonar-pro,governance, SBN/ ICCU        ,Closed Governance
654,pid_graph:AP871CA747,sonar-pro,metadata, ScopusAuthorID          ,Common Metadata Schema for Identifier
655,pid_graph:APD2AA2CAE,sonar-pro,structure, ScopusAuthorID        ,Predefined Identifier Structure
656,pid_graph:APC078C0B4,sonar-pro,governance, ScopusAuthorID        ,Closed Governance
657,pid_graph:AP2E835A26,sonar-pro,metadata, SF-edu-ID          ,Unknown
658,pid_graph:AP7CA8025A,sonar-pro,structure, SF-edu-ID        ,Allows User Semantics
659,pid_graph:APE652FBBF,sonar-pro,governance, SF-edu-ID        ,Unknown
660,pid_graph:APBDD4B434,sonar-pro,metadata, SID          ,Unknown
661,pid_graph:AP6EA196DB,sonar-pro,structure, SID        ,Unknown
662,pid_graph:AP31E9868B,sonar-pro,governance, SID        ,Unknown
663,pid_graph:APE3C87BEA,sonar-pro,metadata, SRA ID	          ,Common Metadata Schema for Identifier
664,pid_graph:AP6D603DA4,sonar-pro,structure, SRA ID	        ,Predefined Identifier Structure
665,pid_graph:APA248A5ED,sonar-pro,governance, SRA ID	        ,Closed Governance
666,pid_graph:AP02792AD9,sonar-pro,metadata, SWHID          ,No Metadata Schema Prescribed
667,pid_graph:APA71CA0B8,sonar-pro,structure, SWHID        ,Predefined Identifier Structure
668,pid_graph:AP1BF042FD,sonar-pro,governance, SWHID        ,Community Governance
669,pid_graph:AP9F80F671,sonar-pro,metadata, swMath          ,Custom/Non-Standard Metadata Schema
670,pid_graph:AP17D5FC42,sonar-pro,structure, swMath        ,Unknown
671,pid_graph:AP1B0F5B93,sonar-pro,governance, swMath        ,Community Governance
672,pid_graph:AP529FD2A0,sonar-pro,metadata, TaxID          ,Common Metadata Schema for Identifier
673,pid_graph:APE0B80A54,sonar-pro,structure, TaxID        ,Allows User Semantics
674,pid_graph:AP3265217D,sonar-pro,governance, TaxID        ,Unknown
675,pid_graph:APB45BCFB1,sonar-pro,metadata, Toolkit ID          ,Custom/Non-Standard Metadata Schema
676,pid_graph:AP8D109242,sonar-pro,structure, Toolkit ID        ,Unknown
677,pid_graph:APF06F7791,sonar-pro,governance, Toolkit ID        ,Unknown
678,pid_graph:APE10DB0CA,sonar-pro,metadata, UID          ,No Metadata Schema Prescribed
679,pid_graph:AP749BE009,sonar-pro,structure, UID        ,Unknown
680,pid_graph:APE37E4143,sonar-pro,governance, UID        ,Unknown
681,pid_graph:APE08AC1DC,sonar-pro,metadata, ULAN ID          ,Common Metadata Schema for Identifier
682,pid_graph:AP7A155E4F,sonar-pro,structure, ULAN ID        ,Predefined Identifier Structure
683,pid_graph:AP8C45FDC4,sonar-pro,governance, ULAN ID        ,Closed Governance
684,pid_graph:AP584D2747,sonar-pro,metadata, UPC          ,Common Metadata Schema for Identifier
685,pid_graph:APD8FB5006,sonar-pro,structure, UPC        ,Predefined Identifier Structure
686,pid_graph:APC385022A,sonar-pro,governance, UPC        ,Closed Governance
687,pid_graph:AP29532593,sonar-pro,metadata, URI          ,Common Metadata Schema for Identifier
688,pid_graph:AP0A48644D,sonar-pro,structure, URI        ,Allows User Semantics
689,pid_graph:APA5F563BA,sonar-pro,governance, URI        ,Unknown
690,pid_graph:APBE084F48,sonar-pro,metadata, URL          ,No Metadata Schema Prescribed
691,pid_graph:AP5680C5F2,sonar-pro,structure, URL        ,Predefined Identifier Structure
692,pid_graph:APE020CAC1,sonar-pro,governance, URL        ,Closed Governance
693,pid_graph:AP47B77A43,sonar-pro,metadata, URN          ,Common Metadata Schema for Identifier
694,pid_graph:AP15A529D5,sonar-pro,structure, URN        ,Allows Managed Prefix
695,pid_graph:AP6D29F6AE,sonar-pro,governance, URN        ,Unknown
696,pid_graph:APC81FBDC0,sonar-pro,metadata, URN: ISNI          ,Common Metadata Schema for Identifier
697,pid_graph:AP9AA0F7B0,sonar-pro,structure, URN: ISNI        ,Predefined Identifier Structure
698,pid_graph:AP02F282D6,sonar-pro,governance, URN: ISNI        ,Membership Governance
699,pid_graph:AP375881EC,sonar-pro,metadata, URN:ISAN          ,Common Metadata Schema for Identifier
700,pid_graph:APE9F909C1,sonar-pro,structure, URN:ISAN        ,Allows Managed Prefix
701,pid_graph:APECABCDF0,sonar-pro,governance, URN:ISAN        ,Closed Governance
702,pid_graph:APBD5CAF48,sonar-pro,metadata, URN:ISBN          ,Common Metadata Schema for Identifier
703,pid_graph:AP581A2E6A,sonar-pro,structure, URN:ISBN        ,Allows Managed Prefix
704,pid_graph:APEA79E2A3,sonar-pro,governance, URN:ISBN        ,Membership Governance
705,pid_graph:APB2451703,sonar-pro,metadata, URN:ISMN          ,Common Metadata Schema for Identifier
706,pid_graph:APC0D0020B,sonar-pro,structure, URN:ISMN        ,Allows Managed Prefix
707,pid_graph:AP961AD1E8,sonar-pro,governance, URN:ISMN        ,Membership Governance
708,pid_graph:AP93F3087C,sonar-pro,metadata, URN:ISRC          ,Common Metadata Schema for Identifier
709,pid_graph:AP42A7F113,sonar-pro,structure, URN:ISRC        ,Allows Managed Prefix
710,pid_graph:AP7D34010C,sonar-pro,governance, URN:ISRC        ,Membership Governance
711,pid_graph:APC000FCF3,sonar-pro,metadata, URN:ISSN          ,Common Metadata Schema for Identifier
712,pid_graph:AP187CDD0A,sonar-pro,structure, URN:ISSN        ,Allows Managed Prefix
713,pid_graph:APDC13283D,sonar-pro,governance, URN:ISSN        ,Membership Governance
714,pid_graph:AP9FC1B88A,sonar-pro,metadata, URN:ISTC          ,Common Metadata Schema for Identifier
715,pid_graph:AP38475C9C,sonar-pro,structure, URN:ISTC        ,Allows Managed Prefix
716,pid_graph:APE55C3999,sonar-pro,governance, URN:ISTC        ,Membership Governance
717,pid_graph:AP005C40F0,sonar-pro,metadata, URN:LSID          ,Common Metadata Schema for Identifier
718,pid_graph:AP2BA8D837,sonar-pro,structure, URN:LSID        ,Predefined Identifier Structure
719,pid_graph:AP33292EE6,sonar-pro,governance, URN:LSID        ,Unknown
720,pid_graph:AP879F91DA,sonar-pro,metadata, URN:NBN          ,Common Metadata Schema for Identifier
721,pid_graph:APF4D0217E,sonar-pro,structure, URN:NBN        ,Allows Managed Prefix
722,pid_graph:APE9FEFC10,sonar-pro,governance, URN:NBN        ,Community Governance
723,pid_graph:AP35379189,sonar-pro,metadata, URN:NBN:AT          ,Common Metadata Schema for Identifier
724,pid_graph:AP5DD38089,sonar-pro,structure, URN:NBN:AT        ,Allows Managed Prefix
725,pid_graph:AP5AC141ED,sonar-pro,governance, URN:NBN:AT        ,Closed Governance
726,pid_graph:AP67797786,sonar-pro,metadata, URN:NBN:CH          ,Common Metadata Schema for Identifier
727,pid_graph:AP4E3269C8,sonar-pro,structure, URN:NBN:CH        ,Allows Managed Prefix
728,pid_graph:AP2C27A186,sonar-pro,governance, URN:NBN:CH        ,Community Governance
729,pid_graph:AP5DA5EA61,sonar-pro,metadata, URN:NBN:CZ          ,Common Metadata Schema for Identifier
730,pid_graph:AP2018E440,sonar-pro,structure, URN:NBN:CZ        ,Allows Managed Prefix
731,pid_graph:AP7DCB65C3,sonar-pro,governance, URN:NBN:CZ        ,Community Governance
732,pid_graph:APD43D9D7A,sonar-pro,metadata, URN:NBN:DE          ,Common Metadata Schema for Identifier
733,pid_graph:AP0B31C7E4,sonar-pro,structure, URN:NBN:DE        ,Allows Managed Prefix
734,pid_graph:AP34DC7494,sonar-pro,governance, URN:NBN:DE        ,Closed Governance
735,pid_graph:AP8C2027B4,sonar-pro,metadata, URN:NBN:FI          ,Common Metadata Schema for Identifier
736,pid_graph:AP3993327E,sonar-pro,structure, URN:NBN:FI        ,Allows Managed Prefix
737,pid_graph:AP360C0A06,sonar-pro,governance, URN:NBN:FI        ,Closed Governance
738,pid_graph:AP9DFF8EC7,sonar-pro,metadata, URN:NBN:HR          ,Common Metadata Schema for Identifier
739,pid_graph:AP0DCB0A39,sonar-pro,structure, URN:NBN:HR        ,Allows Managed Prefix
740,pid_graph:APC831A248,sonar-pro,governance, URN:NBN:HR        ,Closed Governance
741,pid_graph:APD3EF3679,sonar-pro,metadata, URN:NBN:HU          ,Common Metadata Schema for Identifier
742,pid_graph:AP634AAFA6,sonar-pro,structure, URN:NBN:HU        ,Allows Managed Prefix
743,pid_graph:APB290B509,sonar-pro,governance, URN:NBN:HU        ,Closed Governance
744,pid_graph:APC6AF415F,sonar-pro,metadata, URN:NBN:IT          ,Common Metadata Schema for Identifier
745,pid_graph:AP5204A4DD,sonar-pro,structure, URN:NBN:IT        ,Allows Managed Prefix
746,pid_graph:APD0E42A86,sonar-pro,governance, URN:NBN:IT        ,Closed Governance
747,pid_graph:APA8DCAE18,sonar-pro,metadata, URN:NBN:NL          ,Common Metadata Schema for Identifier
748,pid_graph:APC69850A7,sonar-pro,structure, URN:NBN:NL        ,Allows Managed Prefix
749,pid_graph:APB49FBB53,sonar-pro,governance, URN:NBN:NL        ,Closed Governance
750,pid_graph:APBEDA92A2,sonar-pro,metadata, URN:NBN:NO          ,Common Metadata Schema for Identifier
751,pid_graph:APE70070A7,sonar-pro,structure, URN:NBN:NO        ,Allows Managed Prefix
752,pid_graph:AP0FD83CC6,sonar-pro,governance, URN:NBN:NO        ,Closed Governance
753,pid_graph:AP51385679,sonar-pro,metadata, URN:NBN:SE          ,Common Metadata Schema for Identifier
754,pid_graph:APBDD5A0A8,sonar-pro,structure, URN:NBN:SE        ,Not found
755,pid_graph:AP3ED73B0A,sonar-pro,governance, URN:NBN:SE        ,Community Governance
756,pid_graph:AP512931F7,sonar-pro,metadata, URN:NBN:SI          ,Common Metadata Schema for Identifier
757,pid_graph:AP02FBBF95,sonar-pro,structure, URN:NBN:SI        ,Allows Managed Prefix
758,pid_graph:AP31069560,sonar-pro,governance, URN:NBN:SI        ,Community Governance
759,pid_graph:AP78BF9537,sonar-pro,metadata, URN:NBN:SK          ,Custom/Non-Standard Metadata Schema
760,pid_graph:AP42B9E48F,sonar-pro,structure, URN:NBN:SK        ,Allows Managed Prefix
761,pid_graph:APA1676874,sonar-pro,governance, URN:NBN:SK        ,Community Governance
762,pid_graph:AP8E3653FD,sonar-pro,metadata, URN:OID          ,Not found
763,pid_graph:AP79DFD282,sonar-pro,structure, URN:OID        ,Allows Managed Prefix
764,pid_graph:APF64618F0,sonar-pro,governance, URN:OID        ,Closed Governance
765,pid_graph:AP21F8146F,sonar-pro,metadata, VAT number          ,Common Metadata Schema for Identifier
766,pid_graph:APD8B462C5,sonar-pro,structure, VAT number        ,Not found
767,pid_graph:AP5B6C69C2,sonar-pro,governance, VAT number        ,Closed Governance
768,pid_graph:AP94AAFBB3,sonar-pro,metadata, VIAF          ,Common Metadata Schema for Identifier
769,pid_graph:APB2F083EA,sonar-pro,structure, VIAF        ,Predefined Identifier Structure
770,pid_graph:APA3DD1B87,sonar-pro,governance, VIAF        ,Membership Governance
771,pid_graph:AP70515643,sonar-pro,metadata, Virta-id          ,Common Metadata Schema for Identifier
772,pid_graph:AP4F42D9A9,sonar-pro,structure, Virta-id        ,Allows Managed Prefix
773,pid_graph:AP7C96698D,sonar-pro,governance, Virta-id        ,Unknown
774,pid_graph:AP5CB12F9D,sonar-pro,metadata, W3ID          ,No Metadata Schema Prescribed
775,pid_graph:AP3F135ED2,sonar-pro,structure, W3ID        ,Allows Managed Prefix
776,pid_graph:AP93561257,sonar-pro,governance, W3ID        ,Community Governance
777,pid_graph:AP2459B560,sonar-pro,metadata, Wikipedia          ,Custom/Non-Standard Metadata Schema
778,pid_graph:APED7AC62D,sonar-pro,structure, Wikipedia        ,Unknown
779,pid_graph:AP65037A33,sonar-pro,governance, Wikipedia        ,Community Governance
780,pid_graph:APEEEF76C7,sonar-pro,metadata, WOS          ,Unknown
781,pid_graph:AP66AA3373,sonar-pro,structure, WOS        ,Predefined Identifier Structure
782,pid_graph:AP7BB4AC96,sonar-pro,governance, WOS        ,Closed Governance
783,pid_graph:AP54F47914,sonar-pro,metadata, XRI          ,Custom/Non-Standard Metadata Schema
784,pid_graph:APE881D4F8,sonar-pro,structure, XRI        ,Allows User Semantics
785,pid_graph:AP7AC29262,sonar-pro,governance, XRI        ,Unknown
786,pid_graph:AP7CCD0801,sonar-pro,metadata, Z39.88-2004          ,Common Metadata Schema for Identifier
787,pid_graph:AP90F0EF38,sonar-pro,structure, Z39.88-2004        ,Predefined Identifier Structure
788,pid_graph:AP2D2F5A67,sonar-pro,governance, Z39.88-2004        ,Membership Governance
789,pid_graph:AP69A993B6,sonar-pro,metadata, zbMath          ,Common Metadata Schema for Identifier
790,pid_graph:AP2C521C8D,sonar-pro,structure, zbMath        ,Allows Managed Prefix
791,pid_graph:APF1B2D8F7,sonar-pro,governance, zbMath        ,Membership Governance
792,pid_graph:APA90847B4,llama-online,metadata, AID          ,No Metadata Schema Prescribed
793,pid_graph:APA5291B1A,llama-online,structure, AID        ,No Prefix
794,pid_graph:AP0084EBE2,llama-online,governance, AID        ,Unknown
795,pid_graph:APF0C2E798,llama-online,metadata, ARK          ,Common Metadata Schema for Identifier
796,pid_graph:AP694C0163,llama-online,structure, ARK        ,Allows Managed Prefix
797,pid_graph:APBF98AA2C,llama-online,governance, ARK        ,Community Governance
798,pid_graph:APE249175E,llama-online,metadata, arXiv          ,No Metadata Schema Prescribed
799,pid_graph:APE0EDD893,llama-online,structure, arXiv        ,Predefined Identifier Structure
800,pid_graph:AP20B117BC,llama-online,governance, arXiv        ,Membership Governance
801,pid_graph:AP58674C65,llama-online,metadata, BibCode          ,No Metadata Schema Prescribed
802,pid_graph:AP4EA56B16,llama-online,structure, BibCode        ,Predefined Identifier Structure
803,pid_graph:AP16CDF945,llama-online,governance, BibCode        ,Community Governance
804,pid_graph:APC58CFAFD,llama-online,metadata, Bitbucket          ,No Metadata Schema Prescribed
805,pid_graph:APA4423DE5,llama-online,structure, Bitbucket        ,No Prefix
806,pid_graph:AP5C662928,llama-online,governance, Bitbucket        ,Unknown
807,pid_graph:APF0150775,llama-online,metadata, Book ID          ,Common Metadata Schema for Identifier
808,pid_graph:AP24101C17,llama-online,structure, Book ID        ,Predefined Identifier Structure
809,pid_graph:AP6A66F298,llama-online,governance, Book ID        ,Community Governance
810,pid_graph:AP28A0BECB,llama-online,metadata, BusinessID          ,No Metadata Schema Prescribed
811,pid_graph:AP7709732F,llama-online,structure, BusinessID        ,No Prefix
812,pid_graph:AP3D39CBEB,llama-online,governance, BusinessID        ,Unknown
813,pid_graph:APAB5B9FC3,llama-online,metadata, CID          ,Not found
814,pid_graph:AP0B5C318C,llama-online,structure, CID        ,Predefined Identifier Structure
815,pid_graph:AP5446B7F1,llama-online,governance, CID        ,Community Governance
816,pid_graph:APAF5C5A48,llama-online,metadata, COL          ,Common Metadata Schema for Identifier
817,pid_graph:AP2DB983C5,llama-online,structure, COL        ,Predefined Identifier Structure
818,pid_graph:APFBE085C1,llama-online,governance, COL        ,Membership Governance
819,pid_graph:AP13195E90,llama-online,metadata, CONFIDENT          ,Common Metadata Schema for Identifier
820,pid_graph:APD5FEABAA,llama-online,structure, CONFIDENT        ,Allows User Semantics
821,pid_graph:AP0D4B2EB0,llama-online,governance, CONFIDENT        ,Membership Governance
822,pid_graph:APBB2A28AC,llama-online,metadata, CrossRef Funders          ,No Metadata Schema Prescribed
823,pid_graph:AP671EBF4F,llama-online,structure, CrossRef Funders        ,Predefined Identifier Structure
824,pid_graph:AP835A4654,llama-online,governance, CrossRef Funders        ,Unknown
825,pid_graph:AP19233429,llama-online,metadata, CrossRef Grant          ,No Metadata Schema Prescribed
826,pid_graph:AP99EECE1A,llama-online,structure, CrossRef Grant        ,Predefined Identifier Structure
827,pid_graph:AP69B0998D,llama-online,governance, CrossRef Grant        ,Membership Governance
828,pid_graph:APAA3A7850,llama-online,metadata, CURIE          ,Common Metadata Schema for Identifier
829,pid_graph:AP6AC85E76,llama-online,structure, CURIE        ,Allows Managed Prefix
830,pid_graph:AP66F9FB95,llama-online,governance, CURIE        ,Community Governance
831,pid_graph:AP326E47F6,llama-online,metadata, DAI          ,No Metadata Schema Prescribed
832,pid_graph:AP8F28DB9A,llama-online,structure, DAI        ,Allows Managed Prefix
833,pid_graph:APF5A5D3D8,llama-online,governance, DAI        ,Unknown
834,pid_graph:AP2F104F7E,llama-online,metadata, dbGaP ID          ,No Metadata Schema Prescribed
835,pid_graph:APDBEA95BA,llama-online,structure, dbGaP ID        ,Predefined Identifier Structure
836,pid_graph:APDFC2D615,llama-online,governance, dbGaP ID        ,Closed Governance
837,pid_graph:AP9F4CAE39,llama-online,metadata, dbVar ID          ,No Metadata Schema Prescribed
838,pid_graph:APBFF9D23E,llama-online,structure, dbVar ID        ,Predefined Identifier Structure
839,pid_graph:AP085AC47A,llama-online,governance, dbVar ID        ,Community Governance
840,pid_graph:APA30FEE78,llama-online,metadata, DCO-ID          ,Common Metadata Schema for Identifier
841,pid_graph:APC0409486,llama-online,structure, DCO-ID        ,Predefined Identifier Structure
842,pid_graph:APA87D5A1B,llama-online,governance, DCO-ID        ,Closed Governance
843,pid_graph:APD1DAE77D,llama-online,metadata, DOI          ,Common Metadata Schema for Identifier
844,pid_graph:AP01FEEE7C,llama-online,structure, DOI        ,Allows Managed Prefix
845,pid_graph:APB04A6AEF,llama-online,governance, DOI        ,Closed Governance
846,pid_graph:AP1B9C7A3B,llama-online,metadata, DOI: Crossref          ,Common Metadata Schema for Identifier
847,pid_graph:APF69C220E,llama-online,structure, DOI: Crossref        ,Allows Managed Prefix
848,pid_graph:APC0A30A1B,llama-online,governance, DOI: Crossref        ,Membership Governance
849,pid_graph:AP0CFC665F,llama-online,metadata, DOI: DataCIte          ,Common Metadata Schema for Identifier
850,pid_graph:AP6537D421,llama-online,structure, DOI: DataCIte        ,Allows Managed Prefix
851,pid_graph:AP15B2F2F3,llama-online,governance, DOI: DataCIte        ,Community Governance
852,pid_graph:AP62074E5D,llama-online,metadata, dPID          ,Common Metadata Schema for Identifier
853,pid_graph:AP634A2E29,llama-online,structure, dPID        ,Allows User Semantics
854,pid_graph:AP295D267F,llama-online,governance, dPID        ,Community Governance
855,pid_graph:AP24221CC1,llama-online,metadata, EAN13          ,No Metadata Schema Prescribed
856,pid_graph:APD5452846,llama-online,structure, EAN13        ,Allows Managed Prefix
857,pid_graph:APAF37D24B,llama-online,governance, EAN13        ,Unknown
858,pid_graph:AP30A674C9,llama-online,metadata, EIDR          ,Common Metadata Schema for Identifier
859,pid_graph:AP2386ACF2,llama-online,structure, EIDR        ,Predefined Identifier Structure
860,pid_graph:AP96F692F0,llama-online,governance, EIDR        ,Membership Governance
861,pid_graph:APB5F3330D,llama-online,metadata, eISSN          ,Common Metadata Schema for Identifier
862,pid_graph:AP1472F79C,llama-online,structure, eISSN        ,Predefined Identifier Structure
863,pid_graph:AP5AF29C59,llama-online,governance, eISSN        ,Membership Governance
864,pid_graph:AP0D0EDC27,llama-online,metadata, ePIC          ,Common Metadata Schema for Identifier
865,pid_graph:APF958977A,llama-online,structure, ePIC        ,Allows Managed Prefix
866,pid_graph:APB204AE36,llama-online,governance, ePIC        ,Community Governance
867,pid_graph:AP8F9D0AA3,llama-online,metadata, EU PIC          ,No Metadata Schema Prescribed
868,pid_graph:AP268E0503,llama-online,structure, EU PIC        ,Predefined Identifier Structure
869,pid_graph:AP519416EF,llama-online,governance, EU PIC        ,Membership Governance
870,pid_graph:AP0B687ACF,llama-online,metadata, GDS ID          ,Common Metadata Schema for Identifier
871,pid_graph:APA9484A0C,llama-online,structure, GDS ID        ,No Prefix
872,pid_graph:AP50E21CA9,llama-online,governance, GDS ID        ,Community Governance
873,pid_graph:APAB49037B,llama-online,metadata, Gene ID          ,Common Metadata Schema for Identifier
874,pid_graph:APE4178803,llama-online,structure, Gene ID        ,Predefined Identifier Structure
875,pid_graph:AP66A144D4,llama-online,governance, Gene ID        ,Community Governance
876,pid_graph:AP3615C14D,llama-online,metadata, Genome ID          ,Common Metadata Schema for Identifier
877,pid_graph:AP66F05EA4,llama-online,structure, Genome ID        ,Allows Managed Prefix
878,pid_graph:APAAFDA0B9,llama-online,governance, Genome ID        ,Unknown
879,pid_graph:APD4D9E9BA,llama-online,metadata, GEO ID          ,Common Metadata Schema for Identifier
880,pid_graph:AP096A9A38,llama-online,structure, GEO ID        ,No Prefix
881,pid_graph:AP09794508,llama-online,governance, GEO ID        ,Community Governance
882,pid_graph:APA32A822C,llama-online,metadata, GeoNames ID          ,Common Metadata Schema for Identifier
883,pid_graph:AP97BE1CDC,llama-online,structure, GeoNames ID        ,No Prefix
884,pid_graph:AP54A5C6D9,llama-online,governance, GeoNames ID        ,Community Governance
885,pid_graph:APB364A3F5,llama-online,metadata, GePRIS          ,No Metadata Schema Prescribed
886,pid_graph:AP6B11612C,llama-online,structure, GePRIS        ,Predefined Identifier Structure
887,pid_graph:AP9130C20F,llama-online,governance, GePRIS        ,Closed Governance
888,pid_graph:AP0E7C5569,llama-online,metadata, GitHub          ,Metadata Schema per Entity
889,pid_graph:AP3A2BB631,llama-online,structure, GitHub        ,Predefined Identifier Structure
890,pid_graph:AP16448339,llama-online,governance, GitHub        ,Community Governance
891,pid_graph:APFEC2AB20,llama-online,metadata, GitLab          ,No Metadata Schema Prescribed
892,pid_graph:AP7C3BC4A1,llama-online,structure, GitLab        ,Allows User Semantics
893,pid_graph:APEB99530F,llama-online,governance, GitLab        ,Unknown
894,pid_graph:APFF42CBF4,llama-online,metadata, GND          ,No Metadata Schema Prescribed
895,pid_graph:AP3D5255AF,llama-online,structure, GND        ,Predefined Identifier Structure
896,pid_graph:AP08405ACD,llama-online,governance, GND        ,Community Governance
897,pid_graph:AP639957B5,llama-online,metadata, GRID          ,Custom/Non-Standard Metadata Schema
898,pid_graph:AP9842ED8E,llama-online,structure, GRID        ,Predefined Identifier Structure
899,pid_graph:AP91416C83,llama-online,governance, GRID        ,Closed Governance
900,pid_graph:AP10EB63C7,llama-online,metadata, HAL article ID          ,Common Metadata Schema for Identifier
901,pid_graph:AP721B39B7,llama-online,structure, HAL article ID        ,Predefined Identifier Structure
902,pid_graph:APA72EB8DC,llama-online,governance, HAL article ID        ,Community Governance
903,pid_graph:APAF472FCE,llama-online,metadata, Handle          ,Common Metadata Schema for Identifier
904,pid_graph:AP80E66C0C,llama-online,structure, Handle        ,Predefined Identifier Structure
905,pid_graph:AP2502B294,llama-online,governance, Handle        ,Unknown
906,pid_graph:APFF1E3840,llama-online,metadata, HomoloGene ID          ,No Metadata Schema Prescribed
907,pid_graph:AP731990CE,llama-online,structure, HomoloGene ID        ,No Prefix
908,pid_graph:AP1B3B365B,llama-online,governance, HomoloGene ID        ,Closed Governance
909,pid_graph:AP7438EC14,llama-online,metadata, ICD          ,No Metadata Schema Prescribed
910,pid_graph:AP891B0835,llama-online,structure, ICD        ,No Prefix
911,pid_graph:APB82E8E1E,llama-online,governance, ICD        ,Unknown
912,pid_graph:APFE3F8635,llama-online,metadata, IdRef ID/SUDOC          ,No Metadata Schema Prescribed
913,pid_graph:AP0E6BBE7B,llama-online,structure, IdRef ID/SUDOC        ,No Prefix
914,pid_graph:AP47593380,llama-online,governance, IdRef ID/SUDOC        ,Community Governance
915,pid_graph:AP43F71E21,llama-online,metadata, IGSN          ,Common Metadata Schema for Identifier
916,pid_graph:APF441583C,llama-online,structure, IGSN        ,Allows Managed Prefix
917,pid_graph:AP225F7DB3,llama-online,governance, IGSN        ,Community Governance
918,pid_graph:AP716327C6,llama-online,metadata, IMDb company ID          ,No Metadata Schema Prescribed
919,pid_graph:APBB87650B,llama-online,structure, IMDb company ID        ,No Prefix
920,pid_graph:AP63E96C08,llama-online,governance, IMDb company ID        ,Unknown
921,pid_graph:AP41E20CAC,llama-online,metadata, IMDb name ID          ,Common Metadata Schema for Identifier
922,pid_graph:AP82D92354,llama-online,structure, IMDb name ID        ,Predefined Identifier Structure
923,pid_graph:APC8F38900,llama-online,governance, IMDb name ID        ,Unknown
924,pid_graph:AP55B9F9D5,llama-online,metadata, IMDb title ID          ,Common Metadata Schema for Identifier
925,pid_graph:APD792985B,llama-online,structure, IMDb title ID        ,Predefined Identifier Structure
926,pid_graph:AP182D17E8,llama-online,governance, IMDb title ID        ,Closed Governance
927,pid_graph:AP8A4D38BD,llama-online,metadata, InChI          ,Custom/Non-Standard Metadata Schema
928,pid_graph:APDD1A4DA6,llama-online,structure, InChI        ,Predefined Identifier Structure
929,pid_graph:APDF2B7C20,llama-online,governance, InChI        ,Unknown
930,pid_graph:AP55D79DFC,llama-online,metadata, InChiKey          ,No Metadata Schema Prescribed
931,pid_graph:AP739D3CBD,llama-online,structure, InChiKey        ,Predefined Identifier Structure
932,pid_graph:AP307154DF,llama-online,governance, InChiKey        ,Community Governance
933,pid_graph:AP9FB2789A,llama-online,metadata, ISLRN          ,Common Metadata Schema for Identifier
934,pid_graph:AP196E0552,llama-online,structure, ISLRN        ,Predefined Identifier Structure
935,pid_graph:APA00A0D32,llama-online,governance, ISLRN        ,Community Governance
936,pid_graph:AP4A3656FE,llama-online,metadata, JuFo-id          ,Common Metadata Schema for Identifier
937,pid_graph:AP94310BB5,llama-online,structure, JuFo-id        ,Predefined Identifier Structure
938,pid_graph:AP74DA0A77,llama-online,governance, JuFo-id        ,Unknown
939,pid_graph:AP80B5BBA2,llama-online,metadata, Korean national author ID          ,No Metadata Schema Prescribed
940,pid_graph:AP3B338EBC,llama-online,structure, Korean national author ID        ,Predefined Identifier Structure
941,pid_graph:AP22A343C7,llama-online,governance, Korean national author ID        ,Unknown
942,pid_graph:AP8919A282,llama-online,metadata, Korean national research ID          ,No Metadata Schema Prescribed
943,pid_graph:APD3552CD6,llama-online,structure, Korean national research ID        ,Predefined Identifier Structure
944,pid_graph:APC381232C,llama-online,governance, Korean national research ID        ,Membership Governance
945,pid_graph:AP7310988B,llama-online,metadata, Korean research funding ID          ,No Metadata Schema Prescribed
946,pid_graph:APA7FF673C,llama-online,structure, Korean research funding ID        ,Predefined Identifier Structure
947,pid_graph:AP848EE53F,llama-online,governance, Korean research funding ID        ,Membership Governance
948,pid_graph:AP1D0841EA,llama-online,metadata, LCCN          ,No Metadata Schema Prescribed
949,pid_graph:APB4BF458A,llama-online,structure, LCCN        ,No Prefix
950,pid_graph:APD9860A36,llama-online,governance, LCCN        ,Closed Governance
951,pid_graph:AP293F474A,llama-online,metadata, Magnet          ,No Metadata Schema Prescribed
952,pid_graph:AP9155D94E,llama-online,structure, Magnet        ,Unknown
